"Publisher.ID","Publisher.Name","Keyword.ID","Keyword","Match.Type","Campaign","Keyword.Group","Category","Bid.Strategy","Keyword.Type","Status","Search.Engine.Bid","Clicks","Click.Charges","Avg..Cost.per.Click","Impressions","Engine.Click.Thru..","Avg..Pos.","Trans..Conv...","Total.Cost..Trans.","Amount","Total.Cost","Total.Volume.of.Bookings"
"K435","Google - US",43000000013068672,"new york to paris flight","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,8,17.59,2.2,52,15.38,1.13,0,0,0,17.59,0
"K435","Google - US",43000000013068424,"trip to paris france","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,7,18.85,2.69,70,10,1.09,0,0,0,18.85,0
"K435","Google - US",43000000013136048,"cheap flight to lyon","Broad","French Destinations","Lyon","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,9,19.01,2.11,69,13.04,1.24,0,0,0,19.01,0
"K435","Google - US",43000000013068752,"bordeaux travel","Broad","French Destinations","Bordeaux Branded","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,5,19.04,3.81,117,4.27,1.86,0,0,0,19.04,0
"K435","Google - US",43000000013136048,"lyon travel","Broad","French Destinations","Lyon","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,6,19.6,3.27,317,1.89,1.84,0,0,0,19.6,0
"K435","Google - US",43000000013068952,"paris travel service","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,8,20.41,2.55,266,3.01,1.11,0,0,0,20.41,0
"K435","Google - US",43000000013068488,"paris plane ticket","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,11,21.99,2,77,14.29,1.21,0,0,0,21.99,0
"K435","Google - US",43000000013069104,"nice ticket","Broad","French Destinations","Nice","uncategorized","Position 2-5 Bid Strategy","Unassigned","Live",10,15,23.19,1.55,227,6.61,1.11,0,0,0,23.19,0
"K435","Google - US",43000000005278656,"uk fare","Broad","Google_Yearlong 2006","Google|UK","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,5,23.83,4.77,350,1.43,1.44,0,0,0,23.83,0
"K435","Google - US",43000000013068416,"marseille airfare","Broad","French Destinations","Nice","uncategorized","Position 2-5 Bid Strategy","Unassigned","Live",10,16,24.23,1.51,200,8,1.05,0,0,0,24.23,0
"K435","Google - US",43000000013068528,"paris france tourism","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,9,24.75,2.75,491,1.83,1.07,0,0,0,24.75,0
"K435","Google - US",43000000013068992,"marseille cheap flights","Broad","French Destinations","Marseille","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,16,25.1,1.57,82,19.51,1.02,0,0,0,25.1,0
"K435","Google - US",43000000013068632,"nice fare","Broad","French Destinations","Nice","uncategorized","Position 2-5 Bid Strategy","Unassigned","Live",10,16,26.83,1.68,246,6.5,1.11,0,0,0,26.83,0
"K435","Google - US",43000000013069008,"travel to bordeaux","Broad","French Destinations","Bordeaux","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,7,27.74,3.96,119,5.88,1.53,0,0,0,27.74,0
"K435","Google - US",43000000013068728,"bordeaux flight","Broad","French Destinations","Bordeaux","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,11,28.76,2.61,184,5.98,1.11,0,0,0,28.76,0
"K435","Google - US",43000000013068256,"france plane ticket","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,7,29.1,4.16,80,8.75,1.48,0,0,0,29.1,0
"K435","Google - US",43000000005278280,"uk flights","Broad","Google_Yearlong 2006","Google|UK","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,5,31.04,6.21,557,0.9,1.54,0,0,0,31.04,0
"K435","Google - US",43000000013069024,"nice cheap tickets","Broad","French Destinations","Nice","uncategorized","Position 2-5 Bid Strategy","Unassigned","Live",10,18,33.41,1.86,129,13.95,1.08,0,0,0,33.41,0
"K435","Google - US",43000000013068392,"south france travel","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,10,33.81,3.38,604,1.66,1.4,0,0,0,33.81,0
"K435","Google - US",43000000013069072,"flight to marseille","Broad","French Destinations","Marseille","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,23,44.99,1.96,127,18.11,1.08,0,0,0,44.99,0
"K435","Google - US",43000000013068360,"fly to bordeaux","Broad","French Destinations","Bordeaux","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,16,46.36,2.9,111,14.41,1.22,0,0,0,46.36,0
"K435","Google - US",43000000013068576,"nice airline","Broad","French Destinations","Nice","uncategorized","Position 2-5 Bid Strategy","Unassigned","Live",10,24,47.56,1.98,442,5.43,1.07,0,0,0,47.56,0
"K435","Google - US",43000000013136096,"flight to lyon","Broad","French Destinations","Lyon","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,21,50.54,2.41,214,9.81,1.08,0,0,0,50.54,0
"K435","Google - US",43000000013136080,"fly to lyon","Broad","French Destinations","Lyon","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,25,51.15,2.05,156,16.03,1.1,0,0,0,51.15,0
"K435","Google - US",43000000013069192,"france airports","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,33,52.37,1.59,2411,1.37,1.17,0,0,0,52.37,0
"K435","Google - US",43000000013069136,"paris plane tickets","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,20,52.49,2.62,160,12.5,1.3,0,0,0,52.49,0
"K435","Google - US",43000000005278312,"uk flight","Broad","Google_Yearlong 2006","Google|UK","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,9,52.52,5.84,225,4,1.28,0,0,0,52.52,0
"K435","Google - US",43000000013068920,"flight to bordeaux","Broad","French Destinations","Bordeaux","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,18,52.71,2.93,141,12.77,1.28,0,0,0,52.71,0
"K435","Google - US",43000000013136104,"lyon flight","Broad","French Destinations","Lyon","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,25,55.09,2.2,396,6.31,1.09,0,0,0,55.09,0
"K435","Google - US",43000000013069192,"paris airports","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,21,60.99,2.9,1102,1.91,1.12,0,0,0,60.99,0
"K435","Google - US",43000000013068944,"nice airfare","Broad","French Destinations","Nice","uncategorized","Position 2-5 Bid Strategy","Unassigned","Live",10,41,61.21,1.49,195,21.03,1.03,0,0,0,61.21,0
"K435","Google - US",43000000013068696,"paris travel deal","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,13,61.96,4.77,139,9.35,1.72,0,0,0,61.96,0
"K435","Google - US",43000000005278568,"uk tickets","Broad","Google_Yearlong 2006","Google|UK","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,11,62.84,5.71,403,2.73,1.35,0,0,0,62.84,0
"K435","Google - US",43000000013068840,"visit paris","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,26,62.95,2.42,2004,1.3,1.3,0,0,0,62.95,0
"K435","Google - US",43000000005278296,"uk airfares","Broad","Google_Yearlong 2006","Google|UK","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,15,69.31,4.62,128,11.72,1.33,0,0,0,69.31,0
"K435","Google - US",43000000013069080,"nice cheap flight","Broad","French Destinations","Nice","uncategorized","Position 2-5 Bid Strategy","Unassigned","Live",10,37,72.35,1.96,227,16.3,1.06,0,0,0,72.35,0
"K435","Google - US",43000000013068448,"paris tourism","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,28,80.71,2.88,4003,0.7,1.36,0,0,0,80.71,0
"K435","Google - US",43000000013069096,"paris airport","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,25,81.06,3.24,3134,0.8,1.43,0,0,0,81.06,0
"K435","Google - US",43000000013068280,"nice airport","Broad","French Destinations","Nice","uncategorized","Position 2-5 Bid Strategy","Unassigned","Live",10,25,84.03,3.36,3707,0.67,1.41,0,0,0,84.03,0
"K435","Google - US",43000000013069120,"france fare","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,33,95.6,2.9,1028,3.21,1.2,0,0,0,95.6,0
"K435","Google - US",43000000013068880,"france airport","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Unavailable",10,36,95.69,2.66,2391,1.51,1.17,0,0,0,95.69,0
"K435","Google - US",43000000013068632,"france travel agency","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,23,96.96,4.22,593,3.88,1.22,0,0,0,96.96,0
"K435","Google - US",43000000013069056,"france ticket","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,27,97.4,3.61,1647,1.64,1.26,0,0,0,97.4,0
"K435","Google - US",43000000013136064,"lyon cheap flights","Broad","French Destinations","Lyon","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,48,98.93,2.06,373,12.87,1.07,0,0,0,98.93,0
"K435","Google - US",43000000013068544,"marseille flights","Broad","French Destinations","Marseille","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,43,101.04,2.35,359,11.98,1.16,0,0,0,101.04,0
"K435","Google - US",43000000013068960,"nice tickets","Broad","French Destinations","Nice","uncategorized","Position 2-5 Bid Strategy","Unassigned","Live",10,34,107.5,3.16,1144,2.97,1.18,0,0,0,107.5,0
"K435","Google - US",43000000013068296,"france cheap flight","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,41,115.14,2.81,704,5.82,1.23,0,0,0,115.14,0
"K435","Google - US",43000000013068336,"nice flight","Broad","French Destinations","Nice","uncategorized","Position 1-4 Bid Strategy","Unassigned","Live",10,57,124.4,2.18,1067,5.34,1.15,0,0,0,124.4,0
"K435","Google - US",43000000013068400,"paris france travel","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,45,136.15,3.03,4349,1.03,1.52,0,0,0,136.15,0
"K435","Google - US",43000000013068720,"france plane tickets","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,30,137.56,4.59,336,8.93,1.69,0,0,0,137.56,0
"K435","Google - US",43000000013068448,"paris cheap ticket","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,55,141.31,2.57,396,13.89,1.33,0,0,0,141.31,0
"K435","Google - US",43000000013069048,"france fares","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,59,155.24,2.63,1286,4.59,1.4,0,0,0,155.24,0
"K435","Google - US",43000000013068368,"paris fare","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,76,173.52,2.28,1250,6.08,1.25,0,0,0,173.52,0
"K435","Google - US",43000000013068768,"bordeaux flights","Broad","French Destinations","Bordeaux","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,57,175.01,3.07,663,8.6,1.3,0,0,0,175.01,0
"K435","Google - US",43000000013069040,"france holidays","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,44,177.35,4.03,2997,1.47,2.68,0,0,0,177.35,0
"K435","Google - US",43000000013068272,"bordeaux cheap flights","Broad","French Destinations","Bordeaux","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,59,187.27,3.17,432,13.66,1.1,0,0,0,187.27,0
"K435","Google - US",43000000013136064,"lyon flights","Broad","French Destinations","Lyon","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,76,197.21,2.59,819,9.28,1.16,0,0,0,197.21,0
"K435","Google - US",43000000013068928,"nice cheap flights","Broad","French Destinations","Nice","uncategorized","Position 2-5 Bid Strategy","Unassigned","Live",10,82,209.1,2.55,559,14.67,1.31,0,0,0,209.1,0
"K435","Google - US",43000000013068736,"trip to france","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,44,213.15,4.84,1502,2.93,1.55,0,0,0,213.15,0
"K435","Google - US",43000000013069176,"paris trip","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,58,216.02,3.72,1944,2.98,1.51,0,0,0,216.02,0
"K435","Google - US",43000000013068792,"france airlines","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,90,217.09,2.41,3575,2.52,1.3,0,0,0,217.09,0
"K435","Google - US",43000000013068904,"trips to france","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,45,229.47,5.1,1915,2.35,2.45,0,0,0,229.47,0
"K435","Google - US",43000000013068800,"travel to nice","Broad","French Destinations","Nice","uncategorized","Position 1-4 Bid Strategy","Unassigned","Live",10,104,233.72,2.25,1686,6.17,1.24,0,0,0,233.72,0
"K435","Google - US",43000000013069016,"paris ticket","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,112,241.57,2.16,2308,4.85,1.39,0,0,0,241.57,0
"K435","Google - US",43000000013068528,"france cheap ticket","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Unavailable",10,102,291.94,2.86,668,15.27,1.22,0,0,0,291.94,0
"K435","Google - US",43000000013069216,"france trip","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,61,309.99,5.08,2117,2.88,1.42,0,0,0,309.99,0
"K435","Google - US",43000000013068320,"flight to nice","Broad","French Destinations","Nice","uncategorized","Position 2-5 Bid Strategy","Unassigned","Live",10,151,310.45,2.06,932,16.2,1.13,0,0,0,310.45,0
"K435","Google - US",43000000013068880,"nice travel","Broad","French Destinations","Nice","uncategorized","Position 1-4 Bid Strategy","Unassigned","Live",10,69,316.62,4.59,2788,2.47,1.41,0,0,0,316.62,0
"K435","Google - US",43000000013069064,"paris fares","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,122,329.07,2.7,1183,10.31,1.33,0,0,0,329.07,0
"K435","Google - US",43000000013068296,"trip to paris","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,117,393.36,3.36,1853,6.31,1.51,0,0,0,393.36,0
"K435","Google - US",43000000005278304,"flights to uk","Broad","Google_Yearlong 2006","Google|UK","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,102,416.11,4.08,3102,3.29,2.2,0,0,0,416.11,0
"K435","Google - US",43000000013068560,"france flight","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,157,444.56,2.83,4394,3.57,1.29,0,0,0,444.56,0
"K435","Google - US",43000000013069136,"paris airfare","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,203,463.65,2.28,2535,8.01,1.48,0,0,0,463.65,0
"K435","Google - US",43000000013068528,"paris cheap tickets","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,160,497.35,3.11,2009,7.96,2.26,0,0,0,497.35,0
"K435","Google - US",43000000013068888,"paris tickets","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,164,501.9,3.06,6534,2.51,1.93,0,0,0,501.9,0
"K435","Google - US",43000000013068504,"fly to paris","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,261,525.99,2.02,2252,11.59,1.32,0,0,0,525.99,0
"K435","Google - US",43000000013068616,"cheap travel france","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,107,566.5,5.29,1357,7.89,1.76,0,0,0,566.5,0
"K435","Google - US",43000000013068472,"flights to bordeaux","Broad","French Destinations","Bordeaux","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,205,666.92,3.25,1697,12.08,1.53,0,0,0,666.92,0
"K435","Google - US",43000000013136104,"flights to lyon","Broad","French Destinations","Lyon","uncategorized","Position 2-5 Bid Strategy","Unassigned","Paused",10,282,709.17,2.51,1936,14.57,1.14,0,0,0,709.17,0
"K435","Google - US",43000000013068432,"travel in paris","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,176,723.19,4.11,4204,4.19,2.22,0,0,0,723.19,0
"K435","Google - US",43000000013069024,"trips to paris","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,256,788.25,3.08,2470,10.36,1.9,0,0,0,788.25,0
"K435","Google - US",43000000013069056,"paris cheap flight","Broad","Paris & France Terms","Paris","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",10,347,1092.01,3.15,3816,9.09,1.46,0,0,0,1092.01,0
"K435","Google - US",43000000013068760,"travel to france","Broad","Paris & France Terms","France","uncategorized","Pos 3-6","Unassigned","Paused",10,289,1234.56,4.27,7101,4.07,2.06,0,0,0,1234.56,0
"K1123","Overture - Global",43000000009683648,"tahiti fare","Standard","Unassigned","Unassigned","tahiti","","Unassigned","Paused",10,1,0.13,0.13,3,33.33,1,0,0,0,0.13,0
"K1123","Overture - Global",43000000009683656,"bora bora airport","Standard","Unassigned","Unassigned","tahiti","","Unassigned","Paused",10,1,0.2,0.2,56,1.79,1.07,0,0,0,0.2,0
"K1123","Overture - Global",43000000009683624,"cheap tahiti airfare","Standard","Unassigned","Unassigned","tahiti","","Unassigned","Paused",10,1,0.34,0.34,16,6.25,1.56,0,0,0,0.34,0
"K1123","Overture - Global",43000000009683624,"fly to tahiti","Standard","Unassigned","Unassigned","tahiti","","Unassigned","Paused",10,1,0.38,0.38,143,0.7,5.74,0,0,0,0.38,0
"K1123","Overture - Global",43000000009683616,"tahiti airport","Standard","Unassigned","Unassigned","tahiti","","Unassigned","Paused",10,1,0.4,0.4,122,0.82,2.53,0,0,0,0.4,0
"K1123","Overture - Global",43000000009683640,"cheap tahiti flight","Standard","Unassigned","Unassigned","tahiti","","Unassigned","Paused",10,1,0.5,0.5,18,5.56,2.78,0,0,0,0.5,0
"K1123","Overture - Global",43000000009683640,"bora bora ticket","Standard","Unassigned","Unassigned","tahiti","","Unassigned","Paused",10,3,0.65,0.22,6,50,0.83,0,0,0,0.65,0
"K1123","Overture - Global",43000000009683640,"airfare to bora bora","Standard","Unassigned","Unassigned","tahiti","","Unassigned","Paused",10,1,1.4,1.4,21,4.76,1.05,0,0,0,1.4,0
"K1123","Overture - Global",43000000009683624,"flight to tahiti","Standard","Unassigned","Unassigned","tahiti","","Unassigned","Paused",10,4,2.66,0.67,206,1.94,1.34,0,0,0,2.66,0
"K1123","Overture - Global",43000000009683632,"tahiti airline","Standard","Unassigned","Unassigned","tahiti","","Unassigned","Paused",10,6,3.04,0.51,208,2.88,2.56,0,0,0,3.04,0
"K1123","Overture - Global",43000000009683616,"flight to bora bora","Standard","Unassigned","Unassigned","tahiti","","Unassigned","Paused",10,21,7.62,0.36,284,7.39,1.08,0,0,0,7.62,0
"K1123","Overture - Global",43000000009683648,"travel to bora bora","Standard","Unassigned","Unassigned","tahiti","","Unassigned","Paused",10,9,12.34,1.37,412,2.18,3.38,0,0,0,12.34,0
"K1123","Overture - Global",43000000009683624,"bora bora vacation","Standard","Unassigned","Unassigned","tahiti","","Unassigned","Paused",10,23,50.35,2.19,1286,1.79,1.85,0,0,0,50.35,0
"K1123","Overture - Global",43000000009683616,"travel to tahiti","Standard","Unassigned","Unassigned","tahiti","","Unassigned","Paused",10,32,82.11,2.57,3259,0.98,1.15,0,0,0,82.11,0
"K1123","Overture - Global",43000000009683608,"tahiti vacation","Standard","Unassigned","Unassigned","tahiti","","Unassigned","Paused",10,70,224.95,3.21,3040,2.3,2.23,0,0,0,224.95,0
"K1175","Google - Global",43000000008139208,"marseilles airport","Broad","Air France Global Campaign","Marseille","marseille","Position 1- 3","Unassigned","Unavailable",11.25,1,0.3,0.3,238,0.42,1.13,0,0,0,0.3,0
"K1175","Google - Global",43000000008139184,"fly to strasbourg","Broad","Air France Global Campaign","Strasbourg","strasbourg","Position 1- 3","Unassigned","Unavailable",11.25,1,0.45,0.45,21,4.76,1,0,0,0,0.45,0
"K1175","Google - Global",43000000007706608,"flights to glasgow","Broad","Air France Global Campaign","Glasgow","glasgow","Position 1- 3","Unassigned","Unavailable",11.25,1,0.66,0.66,76,1.32,1,0,0,0,0.66,0
"K1175","Google - Global",43000000007706584,"zagreb tickets","Broad","Air France Global Campaign","Zagreb","zagreb","Position 1- 3","Unassigned","Unavailable",11.25,1,0.83,0.83,3,33.33,1,0,0,0,0.83,0
"K1175","Google - Global",43000000007707032,"cheap flight to strasbourg","Broad","Air France Global Campaign","Strasbourg","strasbourg","Position 1- 3","Unassigned","Unavailable",11.25,1,0.83,0.83,2,50,1,0,0,0,0.83,0
"K1175","Google - Global",43000000007706336,"pisa airfare","Broad","Air France Global Campaign","Pisa","pisa","Position 1- 3","Unassigned","Unavailable",11.25,1,0.86,0.86,23,4.35,1,0,0,0,0.86,0
"K1175","Google - Global",43000000007707008,"flight to warsaw","Broad","Air France Global Campaign","Warsaw","warsaw","Position 1- 3","Unassigned","Unavailable",11.25,1,0.86,0.86,1,100,1,0,0,0,0.86,0
"K1175","Google - Global",43000000008139192,"strasbourg airports","Broad","Air France Global Campaign","Strasbourg","strasbourg","Position 1- 3","Unassigned","Unavailable",11.25,1,0.88,0.88,9,11.11,1,0,0,0,0.88,0
"K1175","Google - Global",43000000007717160,"travel to brussels","Broad","Air France Global Campaign","Brussels","brussels","Position 1- 3","Unassigned","Unavailable",11.25,1,0.95,0.95,18,5.56,1.12,0,0,0,0.95,0
"K1175","Google - Global",43000000007706136,"oslo airfare","Broad","Air France Global Campaign","Oslo","oslo","Position 1- 3","Unassigned","Unavailable",11.25,1,0.98,0.98,43,2.33,1,0,0,0,0.98,0
"K1175","Google - Global",43000000007706832,"strasbourg tickets","Broad","Air France Global Campaign","Strasbourg","strasbourg","Position 1- 3","Unassigned","Unavailable",11.25,1,1.03,1.03,123,0.81,1.01,0,0,0,1.03,0
"K1175","Google - Global",43000000008139192,"strasbourg airlines","Broad","Air France Global Campaign","Strasbourg","strasbourg","Position 1- 3","Unassigned","Unavailable",11.25,1,1.05,1.05,47,2.13,1.14,0,0,0,1.05,0
"K1175","Google - Global",43000000007707048,"glasgow flight","Broad","Air France Global Campaign","Glasgow","glasgow","Position 1- 3","Unassigned","Unavailable",11.25,1,1.15,1.15,40,2.5,1,0,0,0,1.15,0
"K1175","Google - Global",43000000007717152,"cheap flight to brussels","Broad","Air France Global Campaign","Brussels","brussels","Position 1- 3","Unassigned","Unavailable",11.25,1,1.18,1.18,6,16.67,1,0,0,0,1.18,0
"K1175","Google - Global",43000000008139200,"marseilles airports","Broad","Air France Global Campaign","Marseille","marseille","Position 1- 3","Unassigned","Unavailable",11.25,1,1.18,1.18,2,50,1,0,0,0,1.18,0
"K1175","Google - Global",43000000007706920,"genoa flight","Broad","Air France Global Campaign","Genoa","genoa","Position 1- 3","Unassigned","Unavailable",11.25,1,1.2,1.2,2,50,1,0,0,0,1.2,0
"K1175","Google - Global",43000000007706880,"st. petersburg airfare","Broad","Air France Global Campaign","St. Petersburg","st.petersburg","Position 1- 3","Unassigned","Unavailable",11.25,1,1.21,1.21,22,4.55,1,0,0,0,1.21,0
"K1175","Google - Global",43000000007717176,"brussels cheap tickets","Broad","Air France Global Campaign","Brussels","brussels","Position 1- 3","Unassigned","Unavailable",11.25,1,1.33,1.33,11,9.09,1,0,0,0,1.33,0
"K1175","Google - Global",43000000007706816,"amsterdam airfares","Broad","Air France Global Campaign","Amsterdam","amsterdam","Position 1- 3","Unassigned","Unavailable",11.25,1,1.35,1.35,1,100,1,0,0,0,1.35,0
"K1175","Google - Global",43000000007707296,"strasbourg fares","Broad","Air France Global Campaign","Strasbourg","strasbourg","Position 1- 3","Unassigned","Unavailable",11.25,1,1.36,1.36,4,25,1,0,0,0,1.36,0
"K1175","Google - Global",43000000007706224,"stockholm flights","Broad","Air France Global Campaign","Stockholm","stockholm","Position 1- 3","Unassigned","Unavailable",11.25,1,1.38,1.38,120,0.83,1,0,0,0,1.38,0
"K1175","Google - Global",43000000007706496,"strasbourg flight","Broad","Air France Global Campaign","Strasbourg","strasbourg","Position 1- 3","Unassigned","Unavailable",11.25,1,1.38,1.38,98,1.02,1,0,0,0,1.38,0
"K1175","Google - Global",43000000007706488,"basel flights","Broad","Air France Global Campaign","Basel","basel","Position 1- 3","Unassigned","Unavailable",11.25,1,1.39,1.39,25,4,1,0,0,0,1.39,0
"K1175","Google - Global",43000000007707296,"trip to amsterdam","Broad","Air France Global Campaign","Amsterdam","amsterdam","Position 1- 3","Unassigned","Unavailable",11.25,1,1.39,1.39,12,8.33,1,0,0,0,1.39,0
"K1175","Google - Global",43000000007707056,"cheap flights to manchester","Broad","Air France Global Campaign","Manchester","manchester","Position 1- 3","Unassigned","Unavailable",11.25,1,1.43,1.43,14,7.14,1,0,0,0,1.43,0
"K1175","Google - Global",43000000007707016,"lisbon flight","Broad","Air France Global Campaign","Lisbon","lisbon","Position 1- 3","Unassigned","Unavailable",11.25,1,1.48,1.48,66,1.52,1,0,0,0,1.48,0
"K1175","Google - Global",43000000007717168,"brussels tickets","Broad","Air France Global Campaign","Brussels","brussels","Position 1- 3","Unassigned","Unavailable",11.25,1,1.48,1.48,38,2.63,1.02,0,0,0,1.48,0
"K1175","Google - Global",43000000007707224,"southampton flights","Broad","Air France Global Campaign","Southampton","southampton","Position 1- 3","Unassigned","Unavailable",11.25,1,1.56,1.56,178,0.56,1,0,0,0,1.56,0
"K1175","Google - Global",43000000008139200,"marseilles ticket","Broad","Air France Global Campaign","Marseille","marseille","Position 1- 3","Unassigned","Unavailable",11.25,1,1.56,1.56,14,7.14,1.44,0,0,0,1.56,0
"K1175","Google - Global",43000000007706240,"stockholm flight","Broad","Air France Global Campaign","Stockholm","stockholm","Position 1- 3","Unassigned","Unavailable",11.25,1,1.61,1.61,56,1.79,1.02,0,0,0,1.61,0
"K1175","Google - Global",43000000007706856,"lisbon flights","Broad","Air France Global Campaign","Lisbon","lisbon","Position 1- 3","Unassigned","Unavailable",11.25,1,1.63,1.63,111,0.9,1,0,0,0,1.63,0
"K1175","Google - Global",43000000007706760,"warsaw flights","Broad","Air France Global Campaign","Warsaw","warsaw","Position 1- 3","Unassigned","Unavailable",11.25,1,1.73,1.73,226,0.44,1.06,0,0,0,1.73,0
"K1175","Google - Global",43000000007706392,"budapest airfares","Broad","Air France Global Campaign","Budapest","budapest","Position 1- 3","Unassigned","Unavailable",11.25,1,1.74,1.74,17,5.88,1.1,0,0,0,1.74,0
"K1175","Google - Global",43000000007706048,"flights to genoa","Broad","Air France Global Campaign","Genoa","genoa","Position 1- 3","Unassigned","Unavailable",11.25,1,1.8,1.8,22,4.55,1.15,0,0,0,1.8,0
"K1175","Google - Global",43000000007706352,"krakow airfare","Broad","Air France Global Campaign","Krakow","krakow","Position 1- 3","Unassigned","Unavailable",11.25,1,1.8,1.8,14,7.14,1,0,0,0,1.8,0
"K1175","Google - Global",43000000007706944,"copenhagen airfare","Broad","Air France Global Campaign","Copenhagen","copenhagen","Position 1- 3","Unassigned","Unavailable",11.25,1,1.81,1.81,37,2.7,1,0,0,0,1.81,0
